title,keyword,gross,release_date,corrected_budget
Gone Girl,psychopath,167767189,2014-10-03,61000000.0
Split,psychopath,138291365,2017-01-20,9000000.0
Guardians of the Galaxy Vol. 2,psychopath,389813101,2017-05-05,200000000.0
Schindler's List,psychopath,96065768,1993-12-15,22000000.0
Wonder Woman,psychopath,412563408,2017-06-02,149000000.0
Captain America: The First Avenger,psychopath,176654505,2011-07-22,140000000.0
Shutter Island,psychopath,128012934,2010-02-19,80000000.0
A Clockwork Orange,psychopath,26589355,1972-02-02,2200000.0
The Lion King,redemption,312855561,1994-06-15,45000000.0
Bohemian Rhapsody,redemption,216428042,2018-11-02,52000000.0
Pulp Fiction,redemption,107928762,1994-10-14,8000000.0
Fantastic Beasts: The Crimes of Grindelwald,redemption,159555901,2018-11-16,200000000.0
Thor: Ragnarok,redemption,315058289,2017-11-03,180000000.0
A Star Is Born,redemption,4335968,1954-09-29,5019770.0
The Shawshank Redemption,redemption,28341469,1994-09-23,25000000.0
Watchmen,redemption,107509799,2009-03-06,130000000.0
Avatar,redemption,749766139,2009-12-18,237000000.0
Suicide Squad,redemption,325100054,2016-08-05,175000000.0
Batman Begins,redemption,205343774,2005-06-15,150000000.0
Mad Max: Fury Road,redemption,153636354,2015-05-15,150000000.0
Inception,redemption,292576195,2010-07-16,160000000.0
The Meg,redemption,145443742,2018-08-10,130000000.0
Spider-Man,redemption,403706375,2002-05-03,139000000.0
Ready Player One,redemption,137690172,2018-03-29,175000000.0
Captain America: Civil War,redemption,408084349,2016-05-06,250000000.0
The Lord of the Rings: The Fellowship of the Ring,redemption,313364114,2001-12-19,93000000.0
Gladiator,redemption,187705427,2000-05-05,103000000.0
Halloween,redemption,47000000,1978-10-25,325000
The Dark Knight Rises,redemption,448139099,2012-07-20,250000000.0
Iron Man,redemption,318412101,2008-05-02,140000000.0
Baywatch,redemption,58060186,2017-05-25,69000000.0
The Mule,redemption,103804407,2018-12-14,50000000.0
Terminator 2: Judgment Day,redemption,204843345,1991-07-03,102000000.0
Annihilation,redemption,32732301,2018-02-23,40000000.0
Guardians of the Galaxy Vol. 2,redemption,389813101,2017-05-05,200000000.0
Beauty and the Beast,redemption,145863363,1991-11-15,25000000.0
Aladdin,remake,217350219,1992-11-13,28000000.0
A Star Is Born,remake,4335968,1954-09-29,5019770.0
Charlie's Angels,remake,125305545,2000-11-03,93000000.0
The Upside,remake,108252517,2019-01-11,37500000.0
West Side Story,remake,43656822,1961-10-18,6000000.0
The Departed,remake,132384315,2006-10-06,90000000.0
Baywatch,remake,58060186,2017-05-25,69000000.0
Beauty and the Beast,remake,145863363,1991-11-15,25000000.0
Widows,remake,42402632,2018-11-16,42000000.0
Charlie and the Chocolate Factory,remake,206459076,2005-07-15,150000000.0
Transformers,remake,319246193,2007-07-03,150000000.0
Man of Steel,remake,291045518,2013-06-14,225000000.0
The Equalizer,remake,101530738,2014-09-26,55000000.0
Fantastic Four,remake,56117548,2015-08-07,120000000.0
The Mummy,remake,155385488,1999-05-07,80000000.0
True Grit,remake,171243005,2010-12-22,38000000.0
The Mummy,remake,155385488,1999-05-07,80000000.0
The Girl with the Dragon Tattoo,remake,10095170,2010-03-19,13000000.0
The Lion King,rescue,312855561,1994-06-15,45000000.0
It,rescue,327481748,2017-09-08,35000000.0
Pulp Fiction,rescue,107928762,1994-10-14,8000000.0
Fantastic Beasts: The Crimes of Grindelwald,rescue,159555901,2018-11-16,200000000.0
Spider-Man: Homecoming,rescue,334201140,2017-07-07,175000000.0
Thor: Ragnarok,rescue,315058289,2017-11-03,180000000.0
Blade Runner 2049,rescue,92054159,2017-10-06,150000000.0
The Dark Knight,rescue,533345358,2008-07-18,185000000.0
The Hateful Eight,rescue,54117416,2015-12-25,44000000.0
Interstellar,rescue,188020017,2014-11-05,165000000.0
Watchmen,rescue,107509799,2009-03-06,130000000.0
Avatar,rescue,749766139,2009-12-18,237000000.0
Django Unchained,rescue,162805434,2012-12-25,100000000.0
Suicide Squad,rescue,325100054,2016-08-05,175000000.0
The Wolf of Wall Street,rescue,116900694,2013-12-25,100000000.0
Mission: Impossible - Fallout,rescue,220159104,2018-07-27,178000000.0
Deadpool 2,rescue,318491426,2018-05-18,110000000.0
Harry Potter and the Sorcerer's Stone,rescue,317575550,2001-11-16,125000000.0
Titanic,rescue,600788188,1997-12-19,200000000.0
Overlord,rescue,21704844,2018-11-09,38000000.0
Get Out,rescue,176040665,2017-02-24,4500000.0
Guardians of the Galaxy,rescue,333176600,2014-08-01,170000000.0
Batman Begins,rescue,205343774,2005-06-15,150000000.0
The Matrix,rescue,171479930,1999-03-31,63000000.0
Glass,rescue,111035005,2019-01-18,20000000.0
Mad Max: Fury Road,rescue,153636354,2015-05-15,150000000.0
Inception,rescue,292576195,2010-07-16,160000000.0
Baby Driver,rescue,107825862,2017-06-28,34000000.0
The Spy Who Dumped Me,rescue,33562069,2018-08-03,40000000.0
Robin Hood,rescue,105269730,2010-05-14,200000000.0
Aladdin,robbery,217350219,1992-11-13,28000000.0
Zombieland,robbery,75590286,2009-10-02,23600000.0
Pulp Fiction,robbery,107928762,1994-10-14,8000000.0
Spider-Man: Homecoming,robbery,334201140,2017-07-07,175000000.0
The Dark Knight,robbery,533345358,2008-07-18,185000000.0
Django Unchained,robbery,162805434,2012-12-25,100000000.0
Suicide Squad,robbery,325100054,2016-08-05,175000000.0
Reservoir Dogs,robbery,2832029,1992-10-23,1200000.0
Batman Begins,robbery,205343774,2005-06-15,150000000.0
Baby Driver,robbery,107825862,2017-06-28,34000000.0
Robin Hood,robbery,105269730,2010-05-14,200000000.0
Spider-Man,robbery,403706375,2002-05-03,139000000.0
Captain America: Civil War,robbery,408084349,2016-05-06,250000000.0
The Dark Knight Rises,robbery,448139099,2012-07-20,250000000.0
The Departed,robbery,132384315,2006-10-06,90000000.0
Gone Girl,robbery,167767189,2014-10-03,61000000.0
Solo: A Star Wars Story,robbery,213767512,2018-05-25,275000000.0
Guardians of the Galaxy Vol. 2,robbery,389813101,2017-05-05,200000000.0
Superbad,robbery,121463226,2007-08-17,20000000.0
Zodiac,robbery,33080084,2007-03-02,65000000.0
Widows,robbery,42402632,2018-11-16,42000000.0
Valerian and the City of a Thousand Planets,robbery,41189488,2017-07-21,177200000.0
A Clockwork Orange,robbery,26589355,1972-02-02,2200000.0
Spider-Man 3,robbery,336530303,2007-05-04,258000000.0
The Fast and the Furious,robbery,144533925,2001-06-22,38000000.0
The Amazing Spider-Man,robbery,262030663,2012-07-03,230000000.0
Aladdin,robbery,217350219,1992-11-13,28000000.0
The Usual Suspects,robbery,23341568,1995-08-18,6000000.0
Nightcrawler,robbery,32381217,2014-10-31,8500000.0
We're the Millers,robbery,150394119,2013-08-07,37000000.0
Spider-Man 2,robbery,373585825,2004-06-30,200000000.0
Van Helsing,robbery,120177084,2004-05-07,160000000.0
Blade Runner 2049,robot,92054159,2017-10-06,150000000.0
Interstellar,robot,188020017,2014-11-05,165000000.0
Avatar,robot,749766139,2009-12-18,237000000.0
The Matrix,robot,171479930,1999-03-31,63000000.0
Ready Player One,robot,137690172,2018-03-29,175000000.0
Captain America: Civil War,robot,408084349,2016-05-06,250000000.0
Alien,robot,78944891,1979-05-25,11000000.0
Iron Man,robot,318412101,2008-05-02,140000000.0
Jurassic Park,robot,357067947,1993-06-11,63000000.0
Alien: Covenant,robot,74262031,2017-05-19,97000000.0
Terminator 2: Judgment Day,robot,204843345,1991-07-03,102000000.0
Solo: A Star Wars Story,robot,213767512,2018-05-25,275000000.0
Guardians of the Galaxy Vol. 2,robot,389813101,2017-05-05,200000000.0
Avengers: Age of Ultron,robot,459005868,2015-05-01,250000000.0
The Terminator,robot,38371200,1984-10-26,6400000.0
Mortal Engines,robot,15951040,2018-12-14,100000000.0
Transformers: The Last Knight,robot,130168683,2017-06-21,217000000.0
Valerian and the City of a Thousand Planets,robot,41189488,2017-07-21,177200000.0
Bumblebee,robot,127195589,2018-12-21,135000000.0
Rogue One: A Star Wars Story,robot,532177324,2016-12-16,200000000.0
The Incredibles,robot,261441092,2004-11-05,92000000.0
Iron Man 3,robot,409013994,2013-05-03,200000000.0
The Golden Compass,robot,70107728,2007-12-07,180000000.0
Transformers,robot,319246193,2007-07-03,150000000.0
Megamind,robot,148415853,2010-11-05,130000000.0
Iron Man 2,robot,312433331,2010-05-07,200000000.0
Man of Steel,robot,291045518,2013-06-14,225000000.0
X-Men: Apocalypse,robot,155442489,2016-05-27,178000000.0
Kingsman: The Golden Circle,robot,100234838,2017-09-22,104000000.0
Who Framed Roger Rabbit,rotoscoping,156452370,1988-06-24,70000000.0
The Love Guru,rotoscoping,32235793,2008-06-20,62000000.0
Monster House,rotoscoping,73661010,2006-07-21,75000000.0
Peter Pan,rotoscoping,48462608,2003-12-25,100000000.0
The Polar Express,rotoscoping,162775358,2004-11-10,165000000.0
Gulliver's Travels,rotoscoping,42779261,2010-12-25,112000000.0
Renaissance,rotoscoping,70644,2006-09-22,18000000.0
Superman,rotoscoping,134218018,1978-12-15,55000000.0
Inglourious Basterds,satire,120540719,2009-08-21,70000000.0
Watchmen,satire,107509799,2009-03-06,130000000.0
The Wolf of Wall Street,satire,116900694,2013-12-25,100000000.0
Get Out,satire,176040665,2017-02-24,4500000.0
Fight Club,satire,37030102,1999-10-15,63000000.0
American Beauty,satire,130096601,1999-09-15,15000000.0
A Clockwork Orange,satire,26589355,1972-02-02,2200000.0
Deadpool,satire,363070709,2016-02-12,58000000.0
American Psycho,satire,15070285,2000-04-14,7000000.0
The Hunger Games: Catching Fire,satire,424668047,2013-11-22,130000000.0
Mean Girls,satire,86058055,2004-04-30,17000000.0
Airplane!,satire,83453539,1980-06-27,3500000.0
Love Actually,satire,59696144,2003-11-07,40000000.0
The Incredibles,satire,261441092,2004-11-05,92000000.0
Tropic Thunder,satire,110515313,2008-08-13,92000000.0
Megamind,satire,148415853,2010-11-05,130000000.0
Batman,satire,251188924,1989-06-23,35000000.0
Nightcrawler,satire,32381217,2014-10-31,8500000.0
Men in Black,satire,250690539,1997-07-02,90000000.0
Kingsman: The Golden Circle,satire,100234838,2017-09-22,104000000.0
Inglourious Basterds,shootout,120540719,2009-08-21,70000000.0
Pulp Fiction,shootout,107928762,1994-10-14,8000000.0
Thor: Ragnarok,shootout,315058289,2017-11-03,180000000.0
Shaft,shootout,70334258,2000-06-16,46000000.0
Blade Runner 2049,shootout,92054159,2017-10-06,150000000.0
The Dark Knight,shootout,533345358,2008-07-18,185000000.0
The Hateful Eight,shootout,54117416,2015-12-25,44000000.0
Avatar,shootout,749766139,2009-12-18,237000000.0
Django Unchained,shootout,162805434,2012-12-25,100000000.0
Suicide Squad,shootout,325100054,2016-08-05,175000000.0
John Wick,shootout,43037835,2014-10-24,20000000.0
Reservoir Dogs,shootout,2832029,1992-10-23,1200000.0
Mission: Impossible - Fallout,shootout,220159104,2018-07-27,178000000.0
Deadpool 2,shootout,318491426,2018-05-18,110000000.0
Overlord,shootout,21704844,2018-11-09,38000000.0
Guardians of the Galaxy,shootout,333176600,2014-08-01,170000000.0
Batman Begins,shootout,205343774,2005-06-15,150000000.0
The Matrix,shootout,171479930,1999-03-31,63000000.0
Mad Max: Fury Road,shootout,153636354,2015-05-15,150000000.0
Inception,shootout,292576195,2010-07-16,160000000.0
Baby Driver,shootout,107825862,2017-06-28,34000000.0
The Spy Who Dumped Me,shootout,33562069,2018-08-03,40000000.0
The Silence of the Lambs,shootout,130742922,1991-02-14,19000000.0
Ready Player One,shootout,137690172,2018-03-29,175000000.0
Captain America: Civil War,shootout,408084349,2016-05-06,250000000.0
Blade: Trinity,shootout,52411906,2004-12-08,65000000.0
Mile 22,shootout,36108758,2018-08-17,50000000.0
The Dark Knight Rises,shootout,448139099,2012-07-20,250000000.0
The Departed,shootout,132384315,2006-10-06,90000000.0
Iron Man,shootout,318412101,2008-05-02,140000000.0
Baywatch,shootout,58060186,2017-05-25,69000000.0
Halloween,slasher,47000000,1978-10-25,325000
The Shining,slasher,44017374,1980-05-23,19000000.0
Split,slasher,138291365,2017-01-20,9000000.0
American Psycho,slasher,15070285,2000-04-14,7000000.0
Psycho,slasher,32000000,1960-06-16,806947
Happy Death Day,slasher,55683845,2017-10-13,4800000.0
Happy Death Day 2U,slasher,28051045,2019-02-13,9000000.0
The Green Inferno,slasher,7192291,2015-09-25,5000000.0
Natural Born Killers,slasher,50282766,1994-08-26,34000000.0
Halloween,slasher,47000000,1978-10-25,325000
Saw,slasher,55185045,2004-10-29,1200000.0
Hollow Man,slasher,73209340,2000-08-04,95000000.0
Disturbia,slasher,80209692,2007-04-13,20000000.0
The Hills Have Eyes,slasher,41778863,2006-03-10,15000000.0
The Devil's Rejects,slasher,17044981,2005-07-22,7000000.0
Hostel,slasher,47326473,2006-01-06,4800000.0
Final Destination,slasher,53331147,2000-03-17,23000000.0
Jigsaw,slasher,38052832,2017-10-27,10000000.0
Truth or Dare,slasher,41411015,2018-04-13,3500000.0
Ghost Ship,slasher,30113491,2002-10-25,20000000.0
The First Purge,slasher,69488745,2018-07-04,13000000.0
The Texas Chainsaw Massacre,slasher,80571655,2003-10-17,9500000.0
Wrong Turn,slasher,15418790,2003-05-30,12600000.0
Jennifer's Body,slasher,16204793,2009-09-18,16000000.0
The Lion King,spirituality,312855561,1994-06-15,45000000.0
Doctor Strange,spirituality,232641920,2016-11-04,165000000.0
Star Wars: The Last Jedi,spirituality,620181382,2017-12-15,317000000.0
The Revenant,spirituality,183637894,2015-12-25,135000000.0
The Green Mile,spirituality,136801374,1999-12-10,60000000.0
The Sixth Sense,spirituality,293506292,1999-08-06,40000000.0
The Last Samurai,spirituality,111127263,2003-12-05,140000000.0
Alpha,spirituality,35857181,2018-08-17,51000000.0
The Matrix Revolutions,spirituality,139313948,2003-11-05,150000000.0
The Last Airbender,spirituality,131772187,2010-07-01,150000000.0
The Lion King,spirituality,312855561,1994-06-15,45000000.0
Star Wars: Episode II - Attack of the Clones,spirituality,302191252,2002-05-16,115000000.0
Dogville,spirituality,1535286,2004-03-26,10000000.0
The Thin Red Line,spirituality,36400491,1998-12-25,52000000.0
Priest,spirituality,29136626,2011-05-13,60000000.0
Before Sunset,spirituality,5820649,2004-07-02,2700000.0
The Lone Ranger,spirituality,89302115,2013-07-03,215000000.0
The Fountain,spirituality,10144010,2006-11-22,35000000.0
What Dreams May Come,spirituality,55382927,1998-10-02,85000000.0
The Hundred-Foot Journey,spirituality,54240821,2014-08-08,22000000.0
Man on the Moon,spirituality,34607430,1999-12-22,82000000.0
Varsity Blues,spirituality,52894169,1999-01-15,16000000.0
Risen,spirituality,36880033,2016-02-19,20000000.0
Baywatch,spoof,58060186,2017-05-25,69000000.0
Airplane!,spoof,83453539,1980-06-27,3500000.0
Tropic Thunder,spoof,110515313,2008-08-13,92000000.0
Not Another Teen Movie,spoof,38252284,2001-12-14,15000000.0
Johnny English Strikes Again,spoof,4412170,2018-10-26,25000000.0
Machete,spoof,26593646,2010-09-03,10500000.0
Enchanted,spoof,127807262,2007-11-21,85000000.0
Sausage Party,spoof,97685686,2016-08-12,19000000.0
Dark Shadows,spoof,79727149,2012-05-11,150000000.0
Your Highness,spoof,21596445,2011-04-08,49900000.0
Spy,spoof,110825712,2015-06-05,65000000.0
Wreck-It Ralph,spoof,189422889,2012-11-02,165000000.0
Austin Powers: International Man of Mystery,spoof,53883989,1997-05-02,16500000.0
Scary Movie,spoof,157019771,2000-07-07,19000000.0
Tank Girl,spoof,4064495,1995-03-31,25000000.0
Austin Powers in Goldmember,spoof,213307889,2002-07-26,63000000.0
Galaxy Quest,spoof,71583916,1999-12-25,45000000.0
Get Smart,spoof,130319208,2008-06-20,80000000.0
Fantastic Beasts: The Crimes of Grindelwald,steampunk,159555901,2018-11-16,200000000.0
Overlord,steampunk,21704844,2018-11-09,38000000.0
Robin Hood,steampunk,105269730,2010-05-14,200000000.0
Hellboy,steampunk,59623958,2004-04-02,66000000.0
Wonder Woman,steampunk,412563408,2017-06-02,149000000.0
Mortal Engines,steampunk,15951040,2018-12-14,100000000.0
Captain America: The First Avenger,steampunk,176654505,2011-07-22,140000000.0
The Prestige,steampunk,53089891,2006-10-20,40000000.0
Hellboy II: The Golden Army,steampunk,75986503,2008-07-11,85000000.0
Waterworld,steampunk,88246220,1995-07-28,175000000.0
Van Helsing,steampunk,120177084,2004-05-07,160000000.0
The Time Machine,steampunk,56832494,2002-03-08,80000000.0
John Carter,steampunk,73078100,2012-03-09,250000000.0
Sucker Punch,steampunk,36392502,2011-03-25,82000000.0
Sleepy Hollow,steampunk,101071502,1999-11-19,100000000.0
Beauty and the Beast,steampunk,145863363,1991-11-15,25000000.0
Pirates of the Caribbean: Dead Man's Chest,steampunk,423315812,2006-07-07,225000000.0
Pirates of the Caribbean: At World's End,steampunk,309420425,2007-05-25,300000000.0
The League of Extraordinary Gentlemen,steampunk,66465204,2003-07-11,78000000.0
The Time Machine,steampunk,56832494,2002-03-08,80000000.0
Pan,steampunk,35088320,2015-10-09,150000000.0
Atlantis: The Lost Empire,steampunk,84056472,2001-06-08,120000000.0
Treasure Planet,steampunk,38176783,2002-11-27,140000000.0
The Illusionist,steampunk,39868642,2006-08-18,16500000.0
9,steampunk,31749894,2009-09-09,30000000.0
Wild Wild West,steampunk,113804681,1999-06-30,170000000.0
Jonah Hex,steampunk,10547117,2010-06-18,47000000.0
Mary Shelley's Frankenstein,steampunk,22006296,1994-11-04,45000000.0
Shazam!,superhero,140371656,2019-04-05,100000000.0
Hellboy,superhero,59623958,2004-04-02,66000000.0
Spider-Man: Homecoming,superhero,334201140,2017-07-07,175000000.0
Thor: Ragnarok,superhero,315058289,2017-11-03,180000000.0
The Dark Knight,superhero,533345358,2008-07-18,185000000.0
Watchmen,superhero,107509799,2009-03-06,130000000.0
Suicide Squad,superhero,325100054,2016-08-05,175000000.0
Deadpool 2,superhero,318491426,2018-05-18,110000000.0
Guardians of the Galaxy,superhero,333176600,2014-08-01,170000000.0
Batman Begins,superhero,205343774,2005-06-15,150000000.0
Glass,superhero,111035005,2019-01-18,20000000.0
Brightburn,superhero,17300439,2019-05-24,6000000.0
Spider-Man,superhero,403706375,2002-05-03,139000000.0
Guardians of the Galaxy,swashbuckler,333176600,2014-08-01,170000000.0
Solo: A Star Wars Story,swashbuckler,213767512,2018-05-25,275000000.0
Guardians of the Galaxy Vol. 2,swashbuckler,389813101,2017-05-05,200000000.0
Pirates of the Caribbean: Dead Men Tell No Tales,swashbuckler,172558876,2017-05-26,230000000.0
The Legend of Tarzan,swashbuckler,126643061,2016-07-01,180000000.0
Hook,swashbuckler,119654823,1991-12-11,70000000.0
Pirates of the Caribbean: The Curse of the Black Pearl,swashbuckler,305413918,2003-07-09,140000000.0
The Mummy,swashbuckler,155385488,1999-05-07,80000000.0
John Carter,swashbuckler,73078100,2012-03-09,250000000.0
The Count of Monte Cristo,swashbuckler,54234062,2002-01-25,35000000.0
Prince of Persia: The Sands of Time,swashbuckler,90759676,2010-05-28,200000000.0
Pirates of the Caribbean: On Stranger Tides,swashbuckler,241071802,2011-05-20,250000000.0
Pirates of the Caribbean: Dead Man's Chest,swashbuckler,423315812,2006-07-07,225000000.0
Peter Pan,swashbuckler,48462608,2003-12-25,100000000.0
Robin Hood: Prince of Thieves,swashbuckler,165493908,1991-06-14,48000000.0
Pirates of the Caribbean: At World's End,swashbuckler,309420425,2007-05-25,300000000.0
Pan,swashbuckler,35088320,2015-10-09,150000000.0
Eragon,swashbuckler,75030163,2006-12-15,100000000.0
Master and Commander: The Far Side of the World,swashbuckler,93927920,2003-11-14,150000000.0
The Mask of Zorro,swashbuckler,94095523,1998-07-17,95000000.0
The 13th Warrior,swashbuckler,32698899,1999-08-27,160000000.0
Cutthroat Island,swashbuckler,10017322,1995-12-22,98000000.0
Robin Hood,swashbuckler,105269730,2010-05-14,200000000.0
Peter Pan,swashbuckler,48462608,2003-12-25,100000000.0
The Artist,swashbuckler,44671682,2011-11-25,15000000.0
Ella Enchanted,swashbuckler,22918387,2004-04-09,31000000.0
The Road to El Dorado,swashbuckler,50863742,2000-03-31,95000000.0
Puss in Boots,swashbuckler,149260504,2011-10-28,130000000.0
Brotherhood of the Wolf,swashbuckler,11260096,2002-01-11,29000000.0
Timeline,swashbuckler,19481943,2003-11-26,80000000.0
Blade Runner 2049,tech-noir,92054159,2017-10-06,150000000.0
The Matrix,tech-noir,171479930,1999-03-31,63000000.0
The Terminator,tech-noir,38371200,1984-10-26,6400000.0
Minority Report,tech-noir,132072926,2002-06-21,102000000.0
A.I. Artificial Intelligence,tech-noir,78616689,2001-06-29,100000000.0
Face/Off,tech-noir,112276146,1997-06-27,80000000.0
Blackhat,tech-noir,8005980,2015-01-16,70000000.0
Strange Days,tech-noir,7959291,1995-10-06,42000000.0
Johnny Mnemonic,tech-noir,19075720,1995-05-26,26000000.0
Surrogates,tech-noir,38577772,2009-09-25,80000000.0
Paycheck,tech-noir,53790451,2003-12-25,60000000.0
Paranoia,tech-noir,7385015,2013-08-16,35000000.0
Renaissance,tech-noir,70644,2006-09-22,18000000.0
Blade: Trinity,vampire,52411906,2004-12-08,65000000.0
Blade II,vampire,82348319,2002-03-22,54000000.0
Scott Pilgrim vs. the World,vampire,31524275,2010-08-13,60000000.0
From Dusk Till Dawn,vampire,25836616,1996-01-19,19000000.0
Twilight,vampire,192769854,2008-11-21,37000000.0
Van Helsing,vampire,120177084,2004-05-07,160000000.0
Bram Stoker's Dracula,vampire,82522790,1992-11-13,40000000.0
I Am Legend,vampire,256393010,2007-12-14,150000000.0
Hotel Transylvania 3: Summer Vacation,vampire,167510016,2018-07-13,80000000.0
Dark Shadows,vampire,79727149,2012-05-11,150000000.0
Underworld,vampire,51970690,2003-09-19,22000000.0
Dracula Untold,vampire,56280355,2014-10-10,70000000.0
The Mortal Instruments: City of Bones,vampire,31165421,2013-08-21,60000000.0
Jennifer's Body,vampire,16204793,2009-09-18,16000000.0
Underworld: Blood Wars,vampire,30353973,2017-01-06,35000000.0
The Twilight Saga: Eclipse,vampire,300531751,2010-06-30,68000000.0
The League of Extraordinary Gentlemen,vampire,66465204,2003-07-11,78000000.0
District 9,whistleblower,115646235,2009-08-14,30000000.0
The Post,whistleblower,81903458,2017-12-22,50000000.0
Black Mass,whistleblower,62575678,2015-09-18,53000000.0
Erin Brockovich,whistleblower,125595205,2000-03-17,52000000.0
Snowden,whistleblower,21587519,2016-09-16,40000000.0
Patch Adams,whistleblower,135026902,1998-12-25,90000000.0
The Ghost Writer,whistleblower,15541549,2010-02-19,45000000.0
The Insider,whistleblower,29089912,1999-11-05,90000000.0
The International,whistleblower,25450527,2009-02-13,50000000.0
The Informant!,whistleblower,33316821,2009-09-18,22000000.0
The Fifth Estate,whistleblower,3255008,2013-10-18,28000000.0
The Yards,whistleblower,889352,2000-10-20,24000000.0
Freakonomics,whistleblower,101270,2010-10-01,2900000.0
Hero,wuxia,53710019,2004-08-27,31000000.0
Iron Monkey,wuxia,14694904,2001-10-12,11000000.0
It,zombie,327481748,2017-09-08,35000000.0
Zombieland,zombie,75590286,2009-10-02,23600000.0
Thor: Ragnarok,zombie,315058289,2017-11-03,180000000.0
Overlord,zombie,21704844,2018-11-09,38000000.0
Ready Player One,zombie,137690172,2018-03-29,175000000.0
Mortal Engines,zombie,15951040,2018-12-14,100000000.0
The Mummy,zombie,155385488,1999-05-07,80000000.0
World War Z,zombie,202359711,2013-06-21,190000000.0
Grindhouse,zombie,25037897,2007-04-06,67000000.0
Sucker Punch,zombie,36392502,2011-03-25,82000000.0
Maze Runner: The Death Cure,zombie,58032443,2018-01-26,62000000.0
I Am Legend,zombie,256393010,2007-12-14,150000000.0
Super 8,zombie,127004179,2011-06-10,50000000.0
Zombieland,zombie,75590286,2009-10-02,23600000.0
Wreck-It Ralph,zombie,189422889,2012-11-02,165000000.0
Pirates of the Caribbean: On Stranger Tides,zombie,241071802,2011-05-20,250000000.0
Dawn of the Dead,zombie,59020957,2004-03-19,26000000.0
Pride and Prejudice and Zombies,zombie,10938134,2016-02-05,28000000.0
Maze Runner: The Scorch Trials,zombie,81697192,2015-09-18,61000000.0
Resident Evil,zombie,40119709,2002-03-15,33000000.0
Resident Evil: The Final Chapter,zombie,26830068,2017-01-27,40000000.0
